BOAT,DATETIME,TIME_LOCAL_unk,LATITUDE_GPS_unk,LONGITUDE_GPS_unk,BOAT_SPEED_km_h_1,GPS_SOG_km_h_1,HEADING_deg,TWA_SGP_deg,TWS_SGP_km_h_1,TWD_SGP_deg,AWA_SGP_deg,RATE_YAW_deg_s_1,GPS_COG_deg,LEEWAY_deg,VMG_km_h_1,ANGLE_CA1_deg,ANGLE_CA2_deg,ANGLE_CA3_deg,ANGLE_CA4_deg,ANGLE_CA5_deg,ANGLE_CA6_deg,ANGLE_WING_TWIST_deg,ANGLE_WING_ROT_deg,PITCH_deg,HEEL_deg,LENGTH_RH_P_mm,LENGTH_RH_S_mm,LENGTH_RH_BOW_mm,ANGLE_RUDDER_deg,ANGLE_RUD_AVG_deg,ANGLE_RUD_DIFF_TACK_deg,ANGLE_DB_RAKE_P_deg,ANGLE_DB_RAKE_S_deg,ANGLE_DB_CANT_P_deg,ANGLE_DB_CANT_S_deg,TRK_LEG_NUM_TOT_unk,TRK_LEG_NUM_unk,TRK_RACE_NUM_unk,PC_TTS_s,PC_TTK_s,PC_TTB_s,PC_DTB_m,PC_DTL_m,PC_TTM_s,BearingToMark,RelativeAngle,VMC,BearingToTarget
AUS,2025-01-19 03:08:55,2025-01-19 16:08:55,-36.8301283,174.7584307,63.26,63.41,202.76,-149.46,37.48,60.97,-32.96,2.73,202.55,-0.73,-53.64,20.34,19.38,0.0,18.25,17.15,15.4,-4.83,-17.67,-2.58,1.6,982.96,907.73,824.84,-1.76,1.88,2.23,5.01,2.68,-0.13,2.37,7.0,2.0,25011905.0,-54.52,0.0,44.38,197.14,2.71,17.7,0.0173039020212399,358.708319100541,63.2439251840744,204.05168089945897
AUS,2025-01-19 03:08:56,2025-01-19 16:08:56,-36.8302755,174.7583543,65.67,65.62,205.45,-149.76,37.52,60.53,-30.19,2.17,204.7,-0.53,-56.16,20.33,19.47,0.0,18.85,17.85,17.41,-2.95,-17.74,-2.61,1.74,896.07,824.8,786.37,-1.83,1.87,1.99,5.0,3.17,-0.13,2.37,7.0,2.0,25011905.0,-55.52,0.0,41.95,210.08,2.71,16.8,0.017420660873654,1.3493766322162628,65.65178882145938,204.10062336778373
AUS,2025-01-19 03:08:57,2025-01-19 16:08:57,-36.8304246,174.758268,67.31,67.08,208.2,-150.07,37.65,60.28,-28.68,3.62,207.38,0.12,-58.34,20.28,18.47,0.0,16.62,14.72,11.96,-8.29,-17.84,-2.24,2.35,995.65,952.23,911.58,-2.63,1.88,1.79,5.0,2.77,-0.13,2.37,7.0,2.0,25011905.0,-56.72,0.0,39.2,223.34,2.71,16.5,0.0175525500814046,4.125792293164864,67.13556590266724,204.07420770683515
AUS,2025-01-19 03:08:58,2025-01-19 16:08:58,-36.8305729,174.758169,69.18,69.04,212.63,-150.53,38.16,60.29,-27.5,3.45,212.17,-0.64,-60.26,20.2,18.39,0.0,16.57,14.32,12.61,-7.64,-18.0,-2.2,1.96,1097.2,982.03,1017.72,-1.56,1.87,1.63,5.0,2.31,-0.13,2.36,7.0,2.0,25011905.0,-57.52,0.0,35.78,239.66,2.71,15.2,0.0177038490409131,8.70561191860304,68.38298182778388,203.92438808139696
AUS,2025-01-19 03:08:59,2025-01-19 16:08:59,-36.8307198,174.7580551,70.95,70.19,214.47,-151.02,37.46,60.49,-25.99,2.44,213.66,0.09,-62.39,20.17,18.53,0.0,16.59,14.61,11.84,-8.28,-17.97,-3.11,2.51,1147.58,1053.9,1015.39,-1.82,1.88,1.49,5.0,1.94,-0.13,2.37,7.0,2.0,25011905.0,-58.52,0.0,33.45,250.85,2.71,14.4,0.0178779203092744,10.857778537276545,69.67983828352082,203.61222146272343
AUS,2025-01-19 03:09:00,2025-01-19 16:09:00,-36.8308661,174.7579332,71.79,70.51,215.73,-151.05,37.38,60.81,-25.28,0.2,214.38,-0.31,-63.48,20.18,18.8,0.0,17.35,15.43,13.73,-6.43,-17.88,-2.67,2.69,884.79,786.76,762.49,-0.83,1.86,1.42,5.0,2.39,-0.13,2.37,7.0,2.0,25011905.0,-59.52,0.0,31.84,263.94,2.71,13.5,0.0180642190762228,12.53917521311314,70.07764993529635,203.19082478688685
AUS,2025-01-19 03:09:01,2025-01-19 16:09:01,-36.8310118,174.757809,71.44,69.91,215.96,-151.76,37.22,61.07,-24.59,0.58,214.83,-0.25,-63.54,20.16,17.85,0.0,15.46,12.9,10.09,-10.11,-17.88,-2.71,3.16,1058.74,860.11,895.89,-0.81,1.88,1.48,5.0,2.25,-0.13,2.38,7.0,2.0,25011905.0,-60.42,0.0,31.1,273.46,2.71,12.7,0.0182540342394759,13.254412985810006,69.53695286828935,202.70558701419
AUS,2025-01-19 03:09:02,2025-01-19 16:09:02,-36.8311547,174.7576838,70.58,69.41,216.83,-152.85,37.17,61.31,-24.53,-0.55,214.34,-0.02,-64.59,20.16,17.57,0.0,14.66,11.47,7.83,-12.35,-17.39,-3.16,3.47,849.24,552.36,498.8,-0.07,1.86,1.59,5.0,3.49,-0.13,2.38,7.0,2.0,25011905.0,-61.42,0.0,30.31,284.28,2.71,11.8,0.0184453790590168,14.680098486381212,68.27597493797992,202.14990151361877
AUS,2025-01-19 03:09:03,2025-01-19 16:09:03,-36.831297,174.7575603,70.6,70.13,216.18,-152.94,38.65,61.44,-25.81,0.58,214.88,-0.05,-64.23,20.15,16.48,0.0,12.42,7.78,2.54,-17.5,-18.28,-1.6,3.38,830.86,733.13,754.82,-0.62,1.87,1.5,5.0,2.63,-0.13,2.38,7.0,2.0,25011905.0,-62.42,0.0,29.59,296.56,2.71,11.0,0.0186341270776893,14.620953051039066,68.31375483998569,201.55904694896094
AUS,2025-01-19 03:09:04,2025-01-19 16:09:04,-36.8314421,174.7574361,72.35,71.84,215.89,-153.01,39.54,61.56,-25.27,-0.41,213.6,0.74,-65.33,20.13,15.38,0.0,10.23,4.37,-1.54,-21.64,-20.21,-1.8,3.3,1100.14,973.03,1080.66,-1.19,1.87,1.37,5.0,2.32,-0.13,2.39,7.0,2.0,25011905.0,-63.42,0.0,27.87,307.37,2.71,10.2,0.0188239462570436,14.97086228048488,69.89424736114236,200.91913771951508
AUS,2025-01-19 03:09:05,2025-01-19 16:09:05,-36.8315913,174.7573117,73.26,72.64,215.65,-152.95,40.04,61.67,-24.79,-1.14,213.11,0.44,-65.75,20.14,15.82,0.0,11.13,5.85,0.87,-19.44,-20.28,-2.25,1.83,1308.68,1246.1,1316.95,-0.31,1.88,1.31,5.0,2.39,-0.13,2.38,7.0,2.0,25011905.0,-64.42,0.0,26.49,320.61,2.71,9.3,0.0190140724441789,15.414646754634475,70.6246537369133,200.23535324536553
AUS,2025-01-19 03:09:06,2025-01-19 16:09:06,-36.8317444,174.7571892,74.24,73.7,212.75,-153.17,39.72,61.56,-24.75,-2.65,210.34,0.22,-66.74,20.17,17.66,0.0,15.01,12.01,8.99,-11.19,-18.06,-2.26,0.11,1135.05,1227.36,1177.63,-0.77,1.86,1.26,5.0,1.46,-0.13,2.38,7.0,2.0,25011905.0,-65.42,0.0,25.41,332.34,2.71,8.3,0.0192012960862371,13.2243387632858,72.2712898353325,199.52566123671417
AUS,2025-01-19 03:09:07,2025-01-19 16:09:07,-36.8319031,174.7570713,75.36,74.84,213.55,-153.67,38.87,61.39,-22.53,2.02,212.27,0.39,-68.22,20.17,16.99,0.0,13.36,9.23,4.8,-15.3,-18.09,-2.58,1.1,1215.61,1258.22,1230.33,-1.51,1.88,1.14,5.0,1.88,-0.13,2.38,7.0,2.0,25011905.0,-66.42,0.0,24.36,345.36,2.71,7.4,0.0193814905182989,14.71658318694972,72.88775994552357,198.8334168130503
AUS,2025-01-19 03:09:08,2025-01-19 16:09:08,-36.8320617,174.7569452,77.19,76.75,215.43,-154.38,38.55,61.35,-21.29,0.73,213.93,-0.18,-70.69,20.17,16.05,0.0,11.75,7.07,2.29,-17.88,-17.28,-2.87,1.14,1049.0,879.9,756.24,-0.44,1.87,1.02,5.0,2.21,-0.13,2.38,7.0,2.0,25011905.0,-67.52,0.0,22.24,359.99,2.71,6.5,0.0195742188913072,17.507305074117994,73.61445142194297,197.92269492588198
AUS,2025-01-19 03:09:09,2025-01-19 16:09:09,-36.8322219,174.7568126,78.53,78.06,215.28,-154.78,38.99,61.27,-20.63,1.06,213.68,0.74,-71.86,20.17,16.03,0.0,11.7,6.97,1.99,-18.16,-18.43,-2.18,1.15,1025.71,957.98,960.91,-1.4,1.88,0.98,5.0,1.71,-0.13,2.38,7.0,2.0,25011905.0,-68.42,0.0,20.97,372.37,2.71,5.6,0.0197768832039173,18.494456828035936,74.4742670203167,196.78554317196406
AUS,2025-01-19 03:09:10,2025-01-19 16:09:10,-36.8323838,174.7566758,79.89,79.16,216.9,-155.29,39.1,61.29,-20.22,1.0,215.93,-0.2,-74.09,20.16,16.09,0.0,11.76,6.93,1.9,-18.26,-18.38,-2.75,0.74,1160.22,1001.16,938.49,-0.44,1.86,0.88,5.0,2.11,-0.13,2.37,7.0,2.0,25011905.0,-69.52,0.0,19.5,385.31,2.71,4.7,0.0199859683460772,21.490509617522775,74.33590834342358,195.4094903824772
AUS,2025-01-19 03:09:11,2025-01-19 16:09:11,-36.8325452,174.756532,80.85,79.94,216.68,-155.88,39.55,61.27,-19.76,-0.98,214.67,0.16,-75.34,20.15,16.19,0.0,11.94,7.43,2.55,-17.63,-17.18,-2.04,-0.74,989.68,956.9,979.88,-0.64,1.88,0.84,5.0,1.85,-0.13,2.39,7.0,2.0,25011905.0,-70.52,0.0,18.03,374.06,2.71,3.8,0.0202057540390683,23.017342569279492,74.41325199028407,193.66265743072051
AUS,2025-01-19 03:09:12,2025-01-19 16:09:12,-36.83271,174.7563897,81.58,81.21,217.04,-156.81,39.52,61.17,-17.67,1.25,215.13,0.9,-76.38,20.17,16.56,0.0,12.58,8.21,3.69,-16.47,-18.34,-2.61,0.23,996.7,1146.43,1034.01,-1.65,1.91,0.86,5.0,1.86,-0.13,2.38,7.0,2.0,25011905.0,-71.52,0.0,16.97,355.63,2.71,2.8,0.0204232488787283,25.385643817439927,73.7028586990991,191.65435618256004
AUS,2025-01-19 03:09:13,2025-01-19 16:09:13,-36.8328758,174.7562428,83.05,82.16,218.19,-157.27,39.81,61.15,-17.84,0.36,216.44,-0.0,-78.1,20.17,16.41,0.0,12.42,8.07,3.51,-16.67,-18.29,-3.09,0.07,1009.97,987.98,919.48,-0.49,1.95,0.85,5.0,1.82,-0.13,2.37,7.0,2.0,25011905.0,-72.12,0.0,15.81,342.28,2.71,2.3,0.0206477763143766,29.047968666014185,72.6034322249251,189.1420313339858
AUS,2025-01-19 03:09:14,2025-01-19 16:09:14,-36.8330421,174.7560917,83.24,82.0,217.08,-157.5,40.16,61.04,-17.93,-0.86,215.13,0.41,-78.07,20.18,17.51,0.0,14.54,11.26,7.97,-12.21,-17.91,-3.38,0.61,846.41,835.4,680.66,-0.37,2.07,1.13,5.0,2.88,-0.13,2.38,7.0,2.0,25011905.0,-73.52,0.0,14.86,310.42,2.71,0.9,0.0208787251389708,31.10670689190215,71.27063860873206,185.97329310809783
AUS,2025-01-19 03:09:15,2025-01-19 16:09:15,-36.8332091,174.7559433,82.82,81.53,217.02,-156.83,41.58,60.98,-19.91,-0.49,215.16,0.03,-76.53,20.16,16.61,0.0,12.66,8.43,3.54,-16.61,-19.23,-1.9,0.5,902.07,743.38,710.44,-0.29,2.04,1.08,5.0,2.21,-0.13,2.37,7.0,2.0,25011905.0,-74.52,0.0,13.6,291.21,2.71,0.1,0.0211055490752869,34.88021710348767,67.94133528799865,182.13978289651232
AUS,2025-01-19 03:09:16,2025-01-19 16:09:16,-36.8333762,174.7557979,81.98,80.58,215.77,-156.56,42.5,60.87,-20.81,-1.45,213.52,0.2,-74.57,20.17,17.42,0.0,14.48,11.09,8.28,-11.97,-19.31,-1.69,-0.79,1183.12,1070.8,1105.38,-0.27,1.96,0.97,5.0,1.5,-0.13,1.68,7.0,2.0,25011905.0,-75.52,0.0,12.89,272.33,2.71,0.1,0.0213277894744692,38.340663183543825,64.29989083826297,177.42933681645616
AUS,2025-01-19 03:09:17,2025-01-19 16:09:17,-36.8335448,174.7556589,81.6,80.89,214.13,-156.74,41.52,60.63,-21.11,-0.99,212.67,-0.1,-74.44,20.21,18.87,0.0,17.47,15.97,14.5,-5.71,-18.58,-3.1,-0.33,1141.86,1048.72,892.75,-0.48,1.97,1.04,5.0,1.63,-0.13,0.99,7.0,2.0,25011905.0,-76.52,0.0,11.96,246.19,2.71,0.1,0.0215402493419674,42.46092513340784,60.199413273122985,171.66907486659215
AUS,2025-01-19 03:09:18,2025-01-19 16:09:18,-36.8337149,174.755522,82.04,81.18,214.0,-156.46,41.49,60.4,-20.82,-0.37,212.22,0.14,-75.24,20.17,17.58,0.0,14.73,11.77,8.32,-11.83,-18.97,-2.48,-0.3,933.15,867.09,914.26,-0.2,1.95,0.98,5.0,1.38,-0.13,1.02,7.0,2.0,25011905.0,-77.52,0.0,10.9,226.56,2.71,0.1,0.0217495010218726,49.6901073822213,53.07343585898872,164.3098926177787
AUS,2025-01-19 03:09:19,2025-01-19 16:09:19,-36.8338856,174.7553862,81.04,79.07,213.41,-156.74,40.71,60.15,-20.54,-1.76,211.87,-0.71,-74.19,20.2,18.16,0.0,16.13,13.76,11.58,-8.68,-18.28,-3.37,-0.09,765.25,779.47,569.98,0.39,1.95,0.97,5.0,2.33,-0.13,1.02,7.0,2.0,25011905.0,-78.52,0.0,10.07,206.0,2.71,0.1,0.0219570729574911,58.572253081206895,42.256113770650465,154.83774691879307
AUS,2025-01-19 03:09:20,2025-01-19 16:09:20,-36.8340556,174.7552598,79.06,78.26,208.78,-154.57,40.81,59.79,-23.52,-4.4,207.32,-0.77,-71.74,20.18,18.42,0.0,16.37,14.33,11.44,-8.66,-19.73,-1.6,0.63,633.56,722.85,681.56,0.31,1.96,1.18,5.0,1.17,-0.13,1.09,7.0,2.0,25011905.0,-79.52,0.0,9.52,182.85,2.71,0.1,0.0221502783169853,65.43993204665878,32.86105205895494,143.3400679533412
AUS,2025-01-19 03:09:21,2025-01-19 16:09:21,-36.8342307,174.7551486,79.5,79.31,206.26,-154.29,40.5,59.23,-23.24,-1.89,204.67,-0.23,-70.88,20.15,16.23,0.0,11.73,7.03,1.12,-18.91,-22.19,-2.37,3.72,1044.41,934.03,946.31,-0.18,1.96,1.1,5.0,1.59,-0.13,1.1,7.0,2.0,25011905.0,-80.42,0.0,8.72,166.94,2.71,0.1,0.0223202512663647,76.38762594397048,18.710485598709518,129.8723740560295
AUS,2025-01-19 03:09:22,2025-01-19 16:09:22,-36.8344116,174.7550451,80.72,80.7,203.41,-153.67,40.09,58.65,-22.68,-5.12,201.17,-1.18,-71.51,20.1,13.2,0.0,5.37,-3.79,-13.27,-33.28,-24.98,-2.67,2.93,933.86,808.27,808.09,2.16,1.95,1.05,5.0,2.2,-0.13,1.14,7.0,2.0,25011905.0,-81.42,0.0,7.8,148.83,2.71,0.1,0.0224784554698089,88.80789092346492,1.6793575872148367,114.60210907653504
AUS,2025-01-19 03:09:23,2025-01-19 16:09:23,-36.8346008,174.7549599,80.53,79.86,192.42,-150.57,39.52,58.09,-25.27,-13.66,188.98,-1.99,-69.59,20.06,12.27,0.0,3.78,-5.72,-15.41,-35.46,-25.19,-2.72,0.92,949.54,904.42,932.96,4.35,1.97,1.05,5.0,1.93,-0.13,1.24,7.0,2.0,25011905.0,-82.42,0.0,7.29,130.3,2.71,0.1,0.0226086880329603,93.5383116736673,-4.969984929253672,98.88168832633272
AUS,2025-01-19 03:09:24,2025-01-19 16:09:24,-36.834797,174.7549269,77.93,76.57,175.07,-140.53,39.29,57.58,-31.31,-18.6,173.15,-4.44,-60.93,20.03,12.59,0.0,4.14,-5.01,-14.31,-34.29,-27.88,-1.16,1.97,917.38,855.39,927.32,7.08,1.95,1.24,5.0,1.77,-0.13,1.34,7.0,2.0,25011905.0,-83.42,0.0,8.14,112.08,2.71,0.1,0.0226591303920713,91.2501758773447,-1.7002731507555544,83.81982412265529
AUS,2025-01-19 03:09:25,2025-01-19 16:09:25,-36.8349845,174.7549596,72.11,70.31,156.79,-125.34,39.43,57.1,-38.57,-16.12,157.29,-5.49,-42.0,19.99,11.98,0.0,3.14,-6.4,-16.39,-36.45,-29.38,0.64,2.95,1222.61,1220.54,1470.94,8.05,1.97,1.45,5.0,-1.8,-0.13,0.43,7.0,2.0,25011905.0,-84.52,0.0,9.06,102.28,2.71,-29.2,0.0226091465993931,87.02589585625662,3.741398676534244,69.76410414374334
AUS,2025-01-19 03:09:26,2025-01-19 16:09:26,-36.8351431,174.7550535,67.82,67.32,137.27,-95.57,40.09,56.66,-34.05,-22.7,131.75,-1.49,-11.33,20.08,13.94,0.0,7.15,-0.22,-8.64,-28.72,-28.97,-1.85,3.26,1198.92,943.11,1175.8,7.47,1.95,1.9,5.0,0.19,-0.14,-0.12,7.0,3.0,25011905.0,-85.42,0.0,9.25,99.78,2.71,-29.2,0.0224656156736955,75.29382482308085,17.216933894737934,61.976175176919185
AUS,2025-01-19 03:09:27,2025-01-19 16:09:27,-36.8352526,174.7552086,63.45,63.54,119.59,-76.55,40.24,56.25,-28.37,-13.55,116.56,-0.22,16.06,20.19,15.65,0.0,10.85,5.74,0.65,-19.64,-27.6,-1.26,1.41,696.58,559.47,688.65,3.66,1.96,2.29,5.0,1.88,-0.13,-0.22,7.0,3.0,25011905.0,-86.52,0.0,13.02,100.35,2.71,-29.2,0.0222285391101308,58.39794605454699,33.24884301869472,61.19205394545298
AUS,2025-01-19 03:09:28,2025-01-19 16:09:28,-36.8353222,174.7553853,60.33,60.6,110.66,-68.7,40.14,55.87,-26.54,-7.6,108.59,-0.04,24.18,20.23,16.15,0.0,11.75,6.9,1.61,-18.64,-24.39,-1.51,-1.42,538.24,575.67,584.22,1.62,2.23,3.12,5.0,2.83,-0.13,-0.25,7.0,3.0,25011905.0,-87.52,0.0,16.44,105.2,2.71,-29.2,0.0219584486236499,50.12651566348018,38.6772329878474,60.53348433651979
AUS,2025-01-19 03:09:29,2025-01-19 16:09:29,-36.8353713,174.7555638,57.97,59.12,105.92,-62.96,40.1,55.02,-25.35,-3.36,105.42,-0.44,30.23,20.24,16.07,0.0,11.62,6.87,1.86,-18.37,-22.12,-1.45,-2.23,618.49,740.59,735.61,0.47,2.67,4.14,5.0,2.21,-0.13,-0.33,7.0,3.0,25011905.0,-88.42,0.0,20.68,113.79,2.71,-29.2,0.0216856095403272,45.9680991304499,40.292557090149835,59.951900869550116
AUS,2025-01-19 03:09:30,2025-01-19 16:09:30,-36.8354104,174.7557423,57.79,59.06,102.21,-57.32,41.18,54.28,-23.74,-4.24,101.85,-0.93,37.5,20.26,15.96,0.0,11.66,6.73,1.85,-18.41,-19.91,-2.62,-1.42,665.16,774.76,673.26,0.79,2.85,4.48,5.0,3.47,-0.13,-1.0,7.0,3.0,25011905.0,-89.52,0.0,39.28,120.6,2.71,-29.2,0.0214127732203337,42.80544286308685,42.398518673279405,59.40455713691313
AUS,2025-01-19 03:09:31,2025-01-19 16:09:31,-36.8354398,174.7559221,56.67,57.63,97.45,-50.55,42.24,53.77,-21.87,-4.78,97.22,-0.84,42.23,19.76,15.0,0.0,10.66,6.0,0.48,-19.28,-18.1,-1.78,-0.19,804.03,854.21,814.62,0.57,3.01,4.89,5.0,3.32,-0.13,-0.97,7.0,3.0,25011905.0,-90.52,0.0,42.34,113.34,2.71,42.9,0.0211379526506902,38.56239676936025,44.31195929356989,58.88760323063974
AUS,2025-01-19 03:09:32,2025-01-19 16:09:32,-36.8354596,174.7561,55.67,57.37,94.78,-47.12,42.38,53.33,-21.06,-2.42,95.84,-1.8,43.71,17.61,12.96,0.0,8.59,3.71,-1.18,-18.82,-17.65,-1.83,0.98,1092.84,1061.31,1084.29,0.8,3.01,4.92,5.0,2.4,-0.13,-0.96,7.0,3.0,25011905.0,-91.52,0.0,45.87,108.57,2.71,45.9,0.0208660389509418,36.372141077559036,44.82449531291217,58.40785892244094
AUS,2025-01-19 03:09:33,2025-01-19 16:09:33,-36.8354722,174.7562775,55.19,56.17,90.98,-43.25,42.17,52.95,-19.01,-3.46,89.83,0.35,44.27,17.09,12.98,0.0,8.52,3.75,-1.24,-18.34,-17.03,-2.49,1.0,1126.85,1067.53,1082.72,-0.58,2.98,4.87,5.0,3.8,-0.13,-0.94,7.0,3.0,25011905.0,-92.52,0.0,52.52,106.1,2.71,54.8,0.0205947393720862,33.02824846553182,46.27140325251965,57.9517515344682
AUS,2025-01-19 03:09:34,2025-01-19 16:09:34,-36.8354741,174.7564524,53.85,55.37,91.28,-42.32,41.91,52.61,-18.16,2.05,92.22,-0.16,44.02,17.08,12.96,0.0,8.57,3.79,-1.18,-18.26,-16.11,-2.29,-0.54,1031.03,1143.17,1109.45,-2.03,2.99,5.09,5.0,3.76,-0.13,-0.98,7.0,3.0,25011905.0,-93.52,0.0,58.15,103.23,2.71,59.5,0.0203274164314848,33.739244774496115,44.78025376203592,57.54075522550386
AUS,2025-01-19 03:09:35,2025-01-19 16:09:35,-36.8354798,174.7566254,54.1,55.84,93.26,-41.56,41.0,52.51,-18.07,1.63,94.12,-0.51,43.16,17.07,11.7,0.0,5.92,-0.53,-7.02,-24.09,-14.87,-3.16,-1.48,954.71,1046.14,936.47,-0.68,2.98,4.97,5.0,4.49,-0.13,-0.96,7.0,3.0,25011905.0,-94.52,0.0,49.74,100.21,2.71,49.0,0.0200630001234003,36.15238315049487,43.68309198794865,57.10761684950512
AUS,2025-01-19 03:09:36,2025-01-19 16:09:36,-36.8354897,174.7567993,54.29,55.8,93.64,-41.97,39.89,52.45,-17.94,-0.0,94.12,-0.59,41.52,17.08,13.15,0.0,8.77,4.06,-0.4,-17.49,-13.77,-2.59,-2.4,843.96,962.69,840.14,-1.41,2.98,4.97,5.0,4.35,-0.13,-1.12,7.0,3.0,25011905.0,-95.52,0.0,47.59,96.47,2.71,47.6,0.0197972108548469,36.99658755933035,43.35986768518727,56.643412440669636
AUS,2025-01-19 03:09:37,2025-01-19 16:09:37,-36.8355011,174.7569725,53.84,55.45,94.7,-41.19,39.71,52.5,-17.89,0.98,95.63,-1.05,40.47,17.07,12.01,0.0,6.57,0.61,-6.0,-23.04,-14.57,-1.94,-0.31,1007.9,1079.45,1069.34,-0.89,2.98,5.03,5.0,3.24,-0.13,-2.5,7.0,3.0,25011905.0,-96.52,0.0,45.0,93.61,2.71,43.9,0.0195324940750651,38.536051948579995,42.11452559479537,56.16394805141999
AUS,2025-01-19 03:09:38,2025-01-19 16:09:38,-36.8355157,174.757145,54.18,55.95,95.36,-40.48,39.32,52.68,-17.71,0.29,97.2,-2.14,42.96,17.06,11.6,0.0,5.67,-0.91,-7.74,-24.8,-14.21,-2.1,-0.82,1020.57,1095.78,1077.34,0.6,2.98,5.0,5.0,4.16,-0.13,-2.45,7.0,3.0,25011905.0,-97.52,0.0,41.8,90.35,2.71,41.9,0.0192688497523931,39.69894738489165,41.68670369780781,55.66105261510836
AUS,2025-01-19 03:09:39,2025-01-19 16:09:39,-36.8355328,174.7573181,54.27,56.06,93.77,-41.09,38.8,52.73,-18.52,-2.28,95.29,-2.33,41.5,17.07,12.5,0.0,7.59,2.35,-3.12,-20.23,-13.53,-2.05,-1.67,1116.9,1234.64,1215.51,0.78,2.99,4.96,5.0,2.02,-0.13,-2.45,7.0,3.0,25011905.0,-98.52,0.0,40.19,87.62,2.71,40.5,0.0190042909999306,38.635716524724046,42.39200173893834,55.134283475275936
AUS,2025-01-19 03:09:40,2025-01-19 16:09:40,-36.8355447,174.7574925,54.47,55.86,90.27,-39.53,38.76,52.64,-17.44,-3.95,90.93,-1.84,41.41,17.09,13.08,0.0,8.72,3.8,-1.68,-18.78,-14.48,-2.41,0.0,1079.19,1104.15,1060.16,0.45,2.99,4.96,5.0,3.35,-0.13,-2.44,7.0,3.0,25011905.0,-99.52,0.0,45.42,85.7,2.71,45.4,0.0187377480097552,35.65252693853438,44.26051074756052,54.6174730614656
AUS,2025-01-19 03:09:41,2025-01-19 16:09:41,-36.8355477,174.7576668,53.77,55.13,87.28,-38.79,38.57,52.38,-17.02,-2.9,87.08,-0.91,42.42,17.06,12.36,0.0,7.18,1.55,-5.06,-22.01,-14.84,-2.19,0.46,1168.59,1156.17,1205.51,0.38,2.99,5.04,5.0,2.76,-0.13,-2.41,7.0,3.0,25011905.0,-100.42,0.0,51.05,84.67,2.71,51.7,0.0184713604891157,33.148248552413634,45.01939219692672,54.13175144758634
AUS,2025-01-19 03:09:42,2025-01-19 16:09:42,-36.8355417,174.757838,52.54,54.11,87.58,-38.85,38.86,52.06,-15.65,2.2,87.97,0.94,41.86,17.09,12.63,0.0,7.56,2.26,-0.93,-18.25,-14.22,-3.46,-1.83,938.85,1033.9,893.23,-2.96,2.99,5.15,5.0,5.0,-0.13,-2.44,7.0,3.0,25011905.0,-101.42,0.0,64.23,85.05,2.71,66.9,0.0182097133489946,33.89363138841628,43.61210241608097,53.6863686115837
AUS,2025-01-19 03:09:43,2025-01-19 16:09:43,-36.8355363,174.7580068,52.28,54.0,89.18,-37.9,39.06,51.97,-15.95,1.67,90.24,-0.1,41.47,17.09,12.72,0.0,7.86,2.99,-3.25,-20.21,-14.71,-2.91,-0.83,759.22,821.95,647.37,-1.8,3.01,5.19,5.0,5.84,-0.13,-2.43,7.0,3.0,25011905.0,-102.42,0.0,52.53,83.96,2.71,52.5,0.017951736647717,35.945598767130775,42.32456637902661,53.23440123286923
AUS,2025-01-19 03:09:44,2025-01-19 16:09:44,-36.8355381,174.7581748,51.82,53.65,91.29,-38.99,38.49,51.97,-17.06,1.59,92.15,-0.57,40.4,17.05,11.58,0.0,5.68,-0.77,-7.54,-24.64,-14.77,-1.3,-1.04,1065.1,1080.41,1149.13,-0.41,2.99,5.22,5.0,2.86,-0.13,-2.42,7.0,3.0,25011905.0,-103.42,0.0,45.68,82.16,2.71,43.6,0.0176949850380196,38.550474139906214,40.52632097107272,52.739525860093806
AUS,2025-01-19 03:09:45,2025-01-19 16:09:45,-36.8355432,174.7583423,51.94,54.14,91.18,-38.31,37.5,52.04,-16.16,-0.24,91.19,0.18,40.65,17.09,13.61,0.0,9.86,5.82,1.21,-15.88,-13.82,-2.86,-2.41,991.31,1091.7,1010.48,-1.33,2.99,5.19,5.0,3.87,-0.13,-2.43,7.0,3.0,25011905.0,-104.52,0.0,44.96,80.61,2.71,44.7,0.0174390000063908,38.96095535125198,40.38722660358375,52.219044648748024
AUS,2025-01-19 03:09:46,2025-01-19 16:09:46,-36.8355461,174.7585097,51.24,52.78,92.87,-37.42,36.61,52.23,-14.59,3.01,92.01,1.97,42.93,17.09,14.41,0.0,11.5,8.29,5.57,-11.6,-13.05,-2.73,-2.57,772.85,917.52,761.2,-4.04,2.98,5.17,5.0,5.0,-0.13,-2.44,7.0,3.0,25011905.0,-105.42,0.0,47.04,79.55,2.71,47.7,0.0171831702323288,41.17200433097662,38.5702267489197,51.697995669023385
AUS,2025-01-19 03:09:47,2025-01-19 16:09:47,-36.8355539,174.7586742,50.67,52.77,96.85,-35.19,36.49,52.86,-14.62,3.19,97.68,-0.56,42.68,17.08,13.2,0.0,8.86,4.35,-1.49,-18.41,-14.27,-1.91,-0.35,880.11,920.4,874.89,-1.7,2.99,5.31,5.0,4.42,-0.13,-2.43,7.0,3.0,25011905.0,-106.52,0.0,37.71,76.29,2.71,33.7,0.0169317747627815,45.6995211039042,35.38900561869957,51.15047889609582
